Hello World
everybody : 528
had : 2244
be : 1584
dad : 132
think : 264
i'n : 132
station : 132
umbrella : 132
scared : 132
far : 132
burst : 132
rattle : 132
so--coming : 132
moaned : 132
much : 528
and : 8184
tarts : 396
particularly : 132
i'd : 264
colliers : 132
better : 396
against : 132
day : 132
large : 132
bread-an'-butter's : 132
raw : 132
sake : 132
morel : 2112
husband : 264
lights : 264
pretending : 132
knocked : 264
pay : 264
trip : 132
men : 264
all : 1188
lessons : 132
five : 132
lay : 132
at : 3432
wooded : 132
surveyed : 132
man's : 264
as : 1848
still : 264
main : 132
scoured : 132
neither : 132
moved : 132
reckon : 132
never : 396
great : 528
which : 264
ran : 396
see : 924
stand : 132
take : 132
i'll : 132
inside : 132
there : 1848
an : 792
off : 264
ticked : 132
minton's : 132
boy : 132
they : 2640
william : 660
tart : 132
no : 132
spy : 132
street : 132
door : 396
of : 4092
help : 132
among : 132
bread : 132
empty : 132
on : 1980
only : 396
her : 2376
skinned : 132
morel's : 264
crystal--fair : 132
hill : 132
bag : 132
or : 396
done : 132
happiness : 132
son : 264
steps : 132
turkish : 132
flew : 264
scent : 132
them : 396
then : 1188
huddled : 132
trimmed : 132
shook : 132
small : 264
getting : 396
home : 660
moment : 132
eleven : 132
retired : 132
plenty : 132
irritated : 132
click : 132
thought : 396
space : 132
across : 132
clear : 132
remaining : 132
heard : 132
handed : 132
endless : 264
rather : 660
me : 132
unheard-of : 132
kept : 132
utter-most : 132
clock : 264
green : 132
enormous : 132
waited : 396
don't : 132
it's : 132
scargill : 132
unknown : 132
my : 660
toiling : 132
kettle : 132
cut : 132
telling : 132
standing : 132
you're : 132
last : 132
being : 132
snap : 264
him : 1320
every : 264
where : 132
cooked : 132
love : 132
mice : 264
shipping : 132
ashes : 132
almost : 396
regularly : 132
more : 264
his : 4752
parish : 132
someone : 132
when : 660
wonder : 264
train : 528
darkness : 132
torture : 132
everywhere : 132
midsummer : 132
isn't : 132
such : 660
bed : 132
crystallised : 132
here : 132
dinner : 132
paul : 792
mother : 1056
whole : 132
bless : 132
dust : 132
late : 264
stiffer : 132
penny : 132
lawyer : 132
this : 396
parents : 132
lost : 132
train's : 132
indoors : 132
way : 132
from : 924
father : 264
was : 6072
withdrew : 132
broaching : 132
if : 1056
seemed : 132
various : 132
shillings : 132
spent : 132
those : 132
is : 264
it : 3168
your : 264
gets : 132
into : 528
old-fashioned : 132
loved : 528
past : 132
know : 264
in : 4884
luxury : 132
two : 924
away : 528
balanced : 132
hurt : 132
felt : 396
clasped : 132
looked : 396
sprang : 132
letn : 132
wife : 132
eating : 264
night : 132
pit : 264
things : 396
evenings : 132
found : 132
ridged : 132
tha'd : 132
wrote : 264
its : 132
blew : 132
hung : 132
coal-cart : 132
eyes : 132
showed : 132
temperature : 132
turning : 264
year : 132
it'll : 132
happen : 264
glittering : 132
alone : 132
dying : 264
evergreens : 132
bread-and-butter : 132
going : 264
how : 660
under : 264
magnificent : 132
dropped : 132
london : 660
coming : 528
brilliant : 132
splendour : 132
excitement : 132
face : 132
offered : 132
eve : 132
holly : 264
i've : 132
pounds : 132
holled : 132
next : 264
witty : 132
midland : 132
brought : 132
snorted : 132
run : 132
exclaimed : 528
footstep : 132
best : 132
pick : 132
gold : 132
sweets : 132
whatever : 132
seed : 132
come : 396
back : 264
nuts : 132
us : 132
young : 132
works : 132
up : 528
field : 264
peering : 132
crape : 132
weep : 132
picked : 132
brush--when : 132
careless : 132
feeling : 132
half-past : 132
upstairs : 264
down : 660
quickly : 132
world : 132
fear : 264
week : 132
to : 7392
hills : 264
faces : 132
both : 264
half : 264
round : 264
good : 132
meantime : 132
after : 396
dark : 264
glamorous : 132
iver : 132
dare : 132
so : 792
saved : 132
white : 132
pale : 132
gone : 396
places : 132
berried : 132
difference : 132
that : 1056
spun : 132
cooking--spanish : 132
counting : 132
eggs : 132
sound : 132
than : 528
due : 132
bawled : 132
crest : 132
got : 132
immediately : 132
quarter : 132
can : 132
about : 132
land : 132
children : 924
well : 132
knight : 132
extravagance : 132
booked : 132
dirty : 132
replied : 264
bunch : 132
too : 264
rush : 132
dry : 132
overflowing : 132
cease : 132
you : 1188
canna : 132
expecting : 396
trooping : 132
anything : 264
seven : 264
parlour : 132
ha'e : 132
dost : 132
out : 264
very : 528
doors : 132
waste : 132
mortal : 132
suffering : 132
for : 2904
sethley : 264
spied : 132
shake : 132
everything : 132
towards : 132
house : 132
bring : 132
people : 132
kissed : 132
tip : 132
went : 1056
blanch : 132
tree : 132
watching : 132
boasted : 132
platform : 132
hours : 264
awkward : 132
again : 396
did : 264
table : 132
wasn't : 132
like : 660
porter : 132
quietly : 132
plum : 132
not : 1452
many : 132
fence : 132
nor : 132
he'll : 132
ash : 132
stopped : 132
sat : 132
say : 132
saw : 396
cried : 264
flare : 132
some : 264
outside : 132
cross : 132
lemon : 132
haze : 132
suddenly : 132
might : 792
put : 264
jumping : 132
line : 132
peaked : 132
trying : 132
hangs : 132
mediterranean : 264
flig : 132
limp : 132
just : 528
ill-sitting : 132
slowly : 264
fifth : 132
let : 132
whilst : 132
christmas : 528
far-off : 132
whisked : 264
summat : 132
should : 660
wouldn't : 132
compensated : 132
annie : 132
ten : 264
extravagant : 132
but : 1056
hated : 132
send : 132
meanwhile : 132
connected : 132
little : 264
egg : 132
finishing : 132
together : 132
been : 264
sent : 396
were : 2376
turned : 396
niver : 132
cold : 132
three : 396
head : 132
drew : 264
chief : 132
parcels : 132
kissing : 264
heedless : 132
sense : 132
gate : 132
window : 132
season : 132
crimson : 132
thick : 132
spoilt : 132
beating : 132
even : 132
brush : 132
wore : 132
chop : 132
came--he : 132
feelings : 132
derbyshire : 132
passionate : 132
have : 528
paper : 132
slices : 132
one : 792
pretty : 132
scarcely : 264
full : 132
sunny : 132
fortnight's : 132
they're : 132
kitchen--he : 132
pulled : 132
passion : 132
fine : 396
office : 132
with : 2376
minutes : 132
rice : 132
desire : 132
poor : 396
nearly : 132
came : 1056
the : 15048
women : 264
soft : 132
gnawed : 132
quite : 396
menace : 132
entry : 132
pushed : 132
facing : 132
summer : 396
their : 528
missed : 132
first : 132
hoops : 132
File name: input/input_03.txt
said : 1452
holding : 132
father's : 132
continued : 264
parcel : 132
time : 132
over : 132
alfy : 132
began : 132
she : 6996
something : 132
right : 132
bought : 132
these : 264
opened : 132
once : 132
he : 9504
bit : 264
anthony's : 132
he's : 396
herself : 132
pills : 132
keeping : 132
big : 264
laxy : 132
go : 132
before : 396
marched : 132
made : 660
relief : 132
leave : 264
side : 132
could : 528
miner's : 132
grew : 396
usually : 264
debts : 132
smiled : 132
tell : 132
left : 132
do : 660
man : 132
sizzle : 132
may : 132
a : 6468
generously : 132
bars : 132
enjoy : 132
desired : 132
morning : 132
won't : 132
living : 132
till : 264
ebbing : 132
taking : 132
i : 1056
new : 132
incurring : 132
cobbler : 132
feign : 132
what : 528
cocoa : 132
nothing : 264
having : 132
rhubarb-leaves : 132
yet : 264
drop : 132
infant : 132
normal : 132
averted : 132
took : 264
spite : 264
by : 264
trembling : 132
slight : 264
band : 132
would : 2376
autumn : 132
any : 264
sickening : 132
dead : 132
friday : 132
alfred's : 132
had : 2244
be : 1452
forced : 132
mardy : 132
think : 132
occasionally : 264
yielding : 132
spat : 132
get : 528
lad's : 132
fat : 132
elixir : 132
much : 264
and : 9900
sh'll : 132
i'd : 132
delicate : 132
better : 396
often : 396
laughed : 396
against : 132
delivering : 132
active : 132
day : 132
straight : 132
mester : 132
obtained : 132
sake : 132
morel : 1980
set : 132
scolded : 132
tried : 132
through : 264
husband : 132
lad : 396
fits : 264
unsettled : 132
deceiving : 132
coal : 132
showing : 132
pay : 132
coal-place : 132
men : 132
all : 528
neighbours : 396
butty : 132
brimming : 132
lay : 132
barker : 132
at : 1056
as : 1980
man's : 132
finished : 132
still : 396
torn : 132
stages : 132
neither : 264
moved : 132
never : 528
great : 396
which : 264
wistfulness : 132
see : 396
tore : 132
i'll : 132
take : 396
there : 1056
inside : 264
an : 660
peace : 264
bottoms : 132
off : 1056
brown : 132
boy : 132
nursing : 132
peculiar : 132
william : 396
they : 792
fell : 132
reason : 132
herbs : 132
no : 396
collar : 264
nine : 132
door : 132
carried : 132
glow : 132
of : 7260
dried : 132
shirts : 132
on : 1584
says : 396
her : 4092
carry : 132
thoughts : 132
morel's : 396
butterfly : 132
fetch : 264
heart : 396
or : 924
hold : 132
third : 132
sitting : 132
slink : 132
them : 132
then : 1848
lips : 264
children's : 132
thee : 132
apron : 132
different : 132
getting : 264
home : 132
bigger : 132
eleven : 132
retired : 132
aside : 132
dragged : 132
looking : 264
thank : 132
patients : 132
clean : 264
heard : 132
rather : 264
closed : 132
me : 396
portion : 132
held : 132
seventeen : 264
vitriol : 132
peens : 132
don't : 792
my : 528
sobbed : 132
master : 132
rips : 132
whereupon : 132
old--his : 132
standing : 396
last : 396
sometimes : 132
him : 3168
since : 264
where : 264
every : 396
pitching : 132
caused : 132
temper : 132
love : 396
almost : 528
more : 792
his : 5412
tear : 264
phrase : 132
when : 1320
lover : 132
live : 132
seriously : 132
returning : 132
such : 396
clothes : 132
bed : 132
heavy : 132
paul : 264
mother : 660
tenderness : 132
bless : 132
settled : 132
called : 264
thin : 132
included : 132
strangely : 132
this : 792
way : 132
from : 1716
sleeping : 132
hurried : 132
while : 132
father : 264
was : 7260
sight : 132
if : 1056
illness : 132
read : 132
arms : 132
shillings : 132
vacuum : 132
slunk : 264
less : 132
between : 396
rip : 132
well--he : 132
those : 132
is : 132
it : 1848
worst : 132
gets : 132
mellow : 132
your : 1188
into : 396
loved : 528
know : 264
in : 3828
profits : 132
away : 132
anxious : 132
felt : 528
looked : 132
blue : 528
licked : 132
wife : 396
off'n : 264
comers : 132
ears : 132
daren't : 132
also : 132
pottering : 132
treatment : 132
knew : 528
its : 396
shammed : 132
turning : 132
pronouncing : 132
forward : 132
bundle : 396
happen : 132
place : 132
piece : 132
inflammation : 132
ends : 132
henceforward : 132
twilight : 132
soul : 132
under : 264
mop : 132
kitchen : 132
always : 396
dropped : 132
alfred : 132
coming : 264
attic : 132
we : 264
aloof : 132
face : 132
smacking : 132
eve : 132
sort : 132
give : 264
i've : 132
next : 132
drunk : 132
reasons : 132
run : 132
running : 132
s'll : 132
oppression : 132
cursed : 132
life : 264
happy : 132
depending : 132
caught : 132
gold : 132
baby : 660
back : 660
come : 528
weeks : 132
up : 660
relationship : 132
gave : 132
fact : 132
feeling : 264
sorry : 132
doesn't : 396
down : 660
part : 660
quickly : 132
world : 132
week : 264
to : 6864
wounded : 132
both : 396
inner : 132
half : 132
round : 132
wailed : 132
good : 396
didn't : 132
alley : 132
mug : 132
retorted : 132
affected : 132
after : 528
nevertheless : 132
dark : 132
taken : 264
jug : 264
boy's : 132
what's : 264
fruit : 132
so : 1584
jerry : 132
behind : 132
pale : 132
effort : 132
moments : 132
economic : 132
that : 1320
decoction : 132
than : 132
wormwood : 132
got : 660
crossing : 132
about : 528
breathing : 132
children : 792
well : 264
sup : 132
hand : 132
child : 396
elder : 132
reach : 132
tolerant : 264
four : 132
replied : 264
ensuing : 132
too : 132
top : 132
feel : 132
cleaning : 132
winder : 132
cease : 132
you : 1188
helped : 132
soon : 396
cry : 132
mun : 132
canna : 132
downstairs : 132
sewing : 132
smutted : 132
resume : 132
months : 264
exhorted : 132
bunches : 132
ha'e : 132
somewhat : 132
blind : 132
shift : 132
out : 660
very : 660
birth : 132
for : 1980
hurrying : 132
everything : 132
angry : 132
house : 264
towards : 132
beyond : 132
went : 924
sewing--she : 132
shadow : 132
flopping : 132
casting : 264
favourite : 132
glad : 132
again : 264
did : 1320
prepare : 132
like : 1188
fair : 264
putting : 132
without : 264
shall : 264
not : 2376
many : 264
nor : 264
stopped : 132
sat : 660
now : 396
knitting : 132
stars : 132
fretted : 132
trembled : 132
tired : 264
saw : 396
years : 132
cried : 396
some : 660
clothing--he : 132
kisses : 132
suddenly : 132
put : 528
pair : 132
ground : 132
self : 132
plumped : 132
trying : 132
wanted : 660
silences : 132
night's : 132
words : 264
shouted : 132
money : 132
tide : 132
mind : 264
giving : 132
ant'ny : 132
boots : 264
end : 132
want : 396
just : 132
slowly : 132
anthony : 396
corner : 132
let : 396
crying : 132
already : 264
should : 264
wouldn't : 132
chair : 132
trotted : 132
really : 132
attack : 132
but : 2508
old : 396
meanwhile : 264
separating : 132
little : 528
courage : 132
tea : 132
fool : 132
together : 132
been : 264
hear : 132
vaguely : 132
were : 1320
turned : 132
three : 132
longer : 132
dejected : 132
presently : 132
sure : 264
work : 132
worn : 132
stronger : 132
pains : 132
exclaim : 132
comes : 132
himself : 528
depended : 132
jump : 132
hearing : 132
spoilt : 132
smack : 132
even : 528
perhaps : 132
ter : 132
other : 528
stall's : 132
voice : 132
have : 528
one : 792
thrash : 132
state : 132
calling : 132
merely : 264
because : 528
hanging : 132
another : 528
sofa : 132
full : 132
during : 396
scarcely : 264
again--he : 132
making : 132
pulled : 264
fine : 132
find : 264
meal : 132
with : 1452
sharp : 132
smartest : 132
the : 14916
came : 264
amuse : 132
gnawed : 132
beside : 132
drank : 132
quite : 528
their : 660
first : 396
river : 132
File name: input/input_08.txt
need : 132
said : 2112
bright : 132
calculate : 132
fish : 132
stooping : 132
scorned : 132
over : 396
chewed : 132
oven : 132
she : 5016
coldly : 264
something : 264
right : 132
bought : 132
black : 528
these : 132
opened : 264
arthur : 396
billy : 528
asked : 132
else : 132
nowadays--and : 132
wretch : 132
scarves : 132
he : 4488
meet : 132
few : 132
crockery : 132
bit : 264
he's : 396
washed : 132
smells : 132
somebody : 132
each : 132
big : 132
go : 132
made : 660
sixpence : 132
six : 264
leave : 132
she'd : 132
could : 264
side : 396
usually : 132
smiled : 132
joining : 132
do : 660
tell : 132
pansies : 132
lived : 132
man : 264
stewed : 132
ridiculous : 132
stood : 528
look : 264
may : 132
unfolded : 132
a : 4488
forgiven : 132
won't : 132
till : 396
manners : 132
taking : 264
yards : 132
i : 1584
amazing : 132
yer : 132
sounded : 132
red : 132
sneaked : 132
what : 264
minton : 132
having : 132
internecine : 132
took : 528
by : 396
enough : 132
pillins : 264
close : 132
backs : 132
couldn't : 264
would : 528
any : 792
friday : 264
light : 132
had : 1320
smiling : 132
be : 528
think : 396
occasionally : 132
packages : 132
get : 132
seeing : 132
far : 132
much : 528
and : 7788
treasured : 132
stoppages : 132
played : 264
i'd : 132
colliers : 132
better : 132
not--i'm : 132
day : 132
disclosed : 132
fast : 132
i'm : 396
make : 132
carefully : 132
wondered : 132
set : 132
morel : 528
husband : 132
lights : 264
flying : 132
pretending : 132
hands : 132
men : 132
alike : 132
coat : 132
all : 528
quarrel : 132
five : 132
cornflowers : 264
lay : 132
makes : 132
at : 1848
as : 792
game : 264
amused : 132
farthest : 132
neither : 132
moved : 132
never : 264
which : 132
great : 528
rag : 132
see : 396
ran : 264
an : 396
there : 528
off : 264
boy : 396
forget : 132
why : 132
dakin : 132
they : 1584
no : 132
you've : 132
street : 264
comforted : 132
forgotten : 132
haste : 132
of : 4224
bread : 132
only : 660
on : 1716
says : 132
brimful : 132
her : 3432
itself : 132
wild : 132
ring : 132
hill : 132
fetch : 132
spanish : 132
heart : 264
or : 264
bag : 132
carlin's : 132
soothed : 132
bad : 264
third : 132
flee : 132
then : 1188
y'ave : 132
newspaper : 132
home : 264
eleven : 132
thought : 264
road : 264
space : 132
roused : 132
short : 264
looking : 132
heard : 132
everybody's : 132
boys : 396
rather : 264
me : 792
kept : 132
stay : 132
dozen : 132
enjoying : 132
don't : 528
scargill : 132
it's : 264
my : 396
long-legged : 132
account : 132
closing : 132
dish : 660
count : 132
last : 132
sometimes : 132
intense : 132
him : 924
needn't : 396
every : 132
where : 528
eight : 132
love : 132
looks : 132
more : 132
his : 2376
when : 528
perfectly : 132
wonder : 132
darkness : 132
everywhere : 132
c'n : 132
isn't : 132
such : 132
finger : 132
